Item,Job_Title,Company_Name,Location,Url
142,Junior Test Engineer,TELPA A.Ş.,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/junior-test-engineer-at-telpa-a-%C5%9F-4279461003?position=3&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=Nig1yHnwl6ss4h1dNFq0%2Bw%3D%3D
143,Backend Developer (Python Django),Lokalde,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/backend-developer-python-django-at-lokalde-4280668897?position=4&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=HSF0SorIhSW9feLHZ791lw%3D%3D
144,Full Stack Developer,Wide and Wise,Türkiye,https://tr.linkedin.com/jobs/view/full-stack-developer-at-wide-and-wise-4283545188?position=5&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=P8Ct6YpG4ufHbPzwy4FsYg%3D%3D
145,Software Developer,Worldline,Greater Istanbul,https://tr.linkedin.com/jobs/view/software-developer-at-worldline-4289906906?position=6&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=oVGw5QTc9mINLhpxGeHafw%3D%3D
146,Backend Developer (Node.js),Fundraise Up,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/backend-developer-node-js-at-fundraise-up-4284137456?position=7&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=n0MrC3JjJkR4ydJ3JOgPzg%3D%3D
147,Remote Java Developer,OBSS,Türkiye,https://tr.linkedin.com/jobs/view/remote-java-developer-at-obss-3802267044?position=8&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=yWbtcX5aMaOZctOVGEBWSQ%3D%3D
148,Internet & Mobile Banking / Software Engineer,Garanti BBVA Teknoloji,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/internet-mobile-banking-software-engineer-at-garanti-bbva-teknoloji-4286700756?position=9&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=FUynmLEk6m5muqeTUG0Ttg%3D%3D
149,Full-stack Developer,PayPole Ödeme Hizmetleri Ve Elektronik Para A.Ş.,"Sisli, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/full-stack-developer-at-paypole-%C3%B6deme-hizmetleri-ve-elektronik-para-a-%C5%9F-4233213721?position=10&pageNum=22&refId=Lgki32CuTZRlF720oYT0qg%3D%3D&trackingId=K10rwU7Ey65LFLsyryp7hg%3D%3D
150,Senior Backend Developer,Beymen Group,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-backend-developer-at-beymen-group-4288560163?position=1&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=pSGhSROv4xumYhiOlBAtNw%3D%3D
151,Java Software Engineer,Metasis Teknoloji,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/java-software-engineer-at-metasis-teknoloji-4082494062?position=2&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=AgOVeg%2B9dYXXkUWvTzru%2Bw%3D%3D
152,İki Dilli Editör,DataAnnotation,Türkiye,https://tr.linkedin.com/jobs/view/i%CC%87ki-dilli-edit%C3%B6r-at-dataannotation-4246519994?position=3&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=xmIGIKf2614saqN1%2BExFvA%3D%3D
153,Software Engineer,Virtuagym,Türkiye,https://tr.linkedin.com/jobs/view/software-engineer-at-virtuagym-4288031926?position=4&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=YiSCUp4vnLRrsyNvIiQuhA%3D%3D
154,Software Developler ( Java ),TalenTown İnsan Kaynakları - İşe Alım Ajansı,Türkiye,https://tr.linkedin.com/jobs/view/software-developler-java-at-talentown-i%CC%87nsan-kaynaklar%C4%B1-i%CC%87%C5%9Fe-al%C4%B1m-ajans%C4%B1-4292606628?position=5&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=3uMqhT%2BetcWHvsERvWBzJA%3D%3D
155,Software Engineering Specialist - Human Data,xAI,Greater Bursa,https://tr.linkedin.com/jobs/view/software-engineering-specialist-human-data-at-xai-4255449119?position=6&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=0tWNADE7f5lrpKFBo0pgZQ%3D%3D
156,Java Software Engineer,Mirsis Bilgi Teknolojileri,Türkiye,https://tr.linkedin.com/jobs/view/java-software-engineer-at-mirsis-bilgi-teknolojileri-4284314991?position=7&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=nm3pDL%2Fwqk4jXB7F4P%2Be2A%3D%3D
157,Back End Developer,Oak Technology,Türkiye,https://tr.linkedin.com/jobs/view/back-end-developer-at-oak-technology-4292939598?position=8&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=e7TwPytL1vb%2FJ6FsLijZfQ%3D%3D
158,Frontend Developer,Gizli,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/frontend-developer-at-gizli-4255143697?position=9&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=1r5z83tAT21hTCfK5mfg4A%3D%3D
159,Senior Website Developer,Insider.,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-website-developer-at-insider-4249251046?position=10&pageNum=25&refId=dbAhZ8m7U99xev1tkqvT1Q%3D%3D&trackingId=xc1EQqOMpTh0K9g%2F1SNxhg%3D%3D
160,Sr. Frontend Developer,Akakçe,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/sr-frontend-developer-at-akak%C3%A7e-4289841267?position=1&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=10zA8AIam39iWip3IiQjzg%3D%3D
161,Full Stack Java Developer,OBSS,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/full-stack-java-developer-at-obss-3851274538?position=2&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=p5cU4%2Bf%2FK92bqEO5x0UvQQ%3D%3D
162,Senior Software Engineer (AI Model serving),Speechify,Türkiye,https://tr.linkedin.com/jobs/view/senior-software-engineer-ai-model-serving-at-speechify-4291241357?position=3&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=2jT6fkprbj65dbSNEQWG8A%3D%3D
163,"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"İstanbul, Türkiye",https://tr.linkedin.com/jobs/view/web-frontend-engineer-js-css-react-flutter-at-canonical-4284903791?position=4&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=s7BRTq5I4dY30CJmnHCjkw%3D%3D
164,Yazılım Mühendisi (ML and MLOps),Ekol Logistics,"Sancaktepe, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-m%C3%BChendisi-ml-and-mlops-at-ekol-logistics-4281257592?position=5&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=eLY9OwoPeDfsh4ItmHRqHw%3D%3D
165,Sr. Full-Stack Developer (Hybrid),Massive Bio,Greater Istanbul,https://tr.linkedin.com/jobs/view/sr-full-stack-developer-hybrid-at-massive-bio-4243883277?position=6&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=FaKp8lrYpNFEVlLfK79bUw%3D%3D
166,Part-time Working Student (Test Automation Developer),Siemens,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/part-time-working-student-test-automation-developer-at-siemens-4290578972?position=7&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=twJt5Nh%2FZuzkCXwaFaO6nA%3D%3D
167,Senior Software Developer,Intertech Information Technology and Marketing Inc.,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-software-developer-at-intertech-information-technology-and-marketing-inc-4208672111?position=8&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=iyS8KjYBiYI1g%2BuMrax03A%3D%3D
168,Software Engineer - Python - Ubuntu Pro client - graduate level,Canonical,"Ankara, Ankara, Türkiye",https://tr.linkedin.com/jobs/view/software-engineer-python-ubuntu-pro-client-graduate-level-at-canonical-4233269843?position=9&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=H9lyznpQmr8PS0nJch2OAw%3D%3D
169,Senior Backend Developer,Migros Ticaret,"Ataşehir, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-backend-developer-at-migros-ticaret-4287106654?position=10&pageNum=27&refId=SdFeb7GQRnrx7RHTTAOE%2Fw%3D%3D&trackingId=JgkM5aAVnOgGFsklTlvxuA%3D%3D
170,Full Stack Engineer (New Grad),Devredin,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/full-stack-engineer-new-grad-at-devredin-4291459740?position=1&pageNum=30&refId=A1BLMS%2BWJPqjcbKzjlnVIA%3D%3D&trackingId=zIjB3bbMmjZdCM9B8E%2F4Kw%3D%3D
